Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,Team,League
Itoh Yukiya,24,88,79,9,18,3,0,4,33,11,0,1,2,1,17,6,0,0,1,0.228,0.279,0.418,0.697,101,0.190,0.237,19.3%,6.8%,0.35,-0.3,30.7%,25,UTL,R,Rakuten Eagles,EL
Iwami Masaki,55,93,84,11,25,5,1,2,38,13,2,0,0,0,25,7,0,2,4,0.298,0.366,0.452,0.818,137,0.154,0.404,26.9%,7.5%,0.28,0.4,36.6%,27,7,R,Rakuten Eagles,EL
Kamamoto Go,96,236,185,35,48,8,4,1,67,26,8,4,2,1,48,43,0,5,2,0.259,0.410,0.362,0.772,125,0.103,0.343,20.3%,18.2%,0.90,0.1,39.0%,28,7,L,Rakuten Eagles,EL
Kawashima Keizo,39,78,69,6,15,3,0,0,18,7,0,0,1,0,11,7,0,1,3,0.217,0.299,0.261,0.560,63,0.044,0.259,14.1%,9.0%,0.64,0.0,23.1%,38,DH,R,Rakuten Eagles,EL
Kobukata Hiroto,6,23,21,3,8,1,0,0,9,2,4,0,1,0,3,1,0,0,0,0.381,0.409,0.429,0.838,144,0.048,0.444,13.0%,4.3%,0.33,0.7,17.4%,26,6,L,Rakuten Eagles,EL
Kurokawa Fumiya,94,416,367,53,96,20,1,6,136,50,7,1,6,3,65,37,0,3,5,0.262,0.332,0.371,0.703,104,0.109,0.301,15.6%,8.9%,0.57,0.9,26.0%,21,4,L,Rakuten Eagles,EL
Maeda Ginji,72,155,145,8,21,4,1,0,27,6,0,0,0,1,59,9,0,0,4,0.145,0.194,0.186,0.380,10,0.041,0.241,38.1%,5.8%,0.15,0.0,43.9%,18,8,R,Rakuten Eagles,EL
Marmolejos Jose,52,182,158,15,38,15,0,6,71,25,0,0,0,1,38,23,0,0,6,0.241,0.335,0.449,0.784,126,0.208,0.278,20.9%,12.6%,0.61,0.0,36.8%,29,DH,L,Rakuten Eagles,EL
Mizukami Kei,42,64,52,5,6,1,0,0,7,2,1,0,1,0,17,11,0,0,3,0.115,0.270,0.135,0.405,20,0.020,0.171,26.6%,17.2%,0.65,0.2,43.8%,20,2,R,Rakuten Eagles,EL
Mogi Eigoro,20,71,60,8,19,3,1,1,27,10,1,0,0,0,17,11,0,0,1,0.317,0.423,0.450,0.873,154,0.133,0.429,23.9%,15.5%,0.65,0.2,40.8%,28,5,L,Rakuten Eagles,EL
Murabayashi Itsuki,20,57,46,10,15,2,0,0,17,3,2,1,3,0,6,8,0,0,1,0.326,0.426,0.370,0.796,133,0.044,0.375,10.5%,14.0%,1.33,0.0,24.6%,24,6,R,Rakuten Eagles,EL
Mutoh Atsuki,46,184,152,33,51,7,3,3,73,13,17,4,3,1,34,26,0,2,2,0.336,0.436,0.480,0.916,166,0.144,0.414,18.5%,14.1%,0.76,1.6,34.2%,21,8,L,Rakuten Eagles,EL
Nishikawa Haruki,4,15,12,2,5,0,0,0,5,1,0,0,0,0,3,3,0,0,0,0.417,0.533,0.417,0.950,178,0.000,0.556,20.0%,20.0%,1.00,0.0,40.0%,30,DH,L,Rakuten Eagles,EL
Ogoh Yuya,98,309,254,44,67,11,4,4,98,34,14,3,8,3,46,42,0,2,2,0.264,0.369,0.386,0.755,119,0.122,0.304,14.9%,13.6%,0.91,1.4,29.8%,25,9,L,Rakuten Eagles,EL
Ohta Hikaru,19,49,44,4,14,3,1,0,19,9,1,1,0,0,10,4,0,1,0,0.318,0.388,0.432,0.820,138,0.114,0.412,20.4%,8.2%,0.40,-0.2,28.6%,25,2,R,Rakuten Eagles,EL
Okajima Takero,36,116,96,13,29,6,1,1,40,11,3,0,0,2,17,14,0,3,3,0.302,0.400,0.417,0.817,138,0.115,0.350,14.7%,12.1%,0.82,0.5,27.6%,32,DH,L,Rakuten Eagles,EL
Okawara Sho,20,27,25,2,2,1,0,0,3,1,0,0,0,0,17,2,0,0,0,0.080,0.148,0.120,0.268,-22,0.040,0.250,63.0%,7.4%,0.12,0.0,70.4%,18,7,R,Rakuten Eagles,EL
Okoye Louis,48,114,98,20,32,4,0,1,39,13,7,4,2,0,15,13,0,1,4,0.327,0.411,0.398,0.809,136,0.071,0.378,13.2%,11.4%,0.87,-0.1,25.4%,24,8,R,Rakuten Eagles,EL
Sawano Kiyoharu,51,78,70,12,9,2,1,0,13,6,2,0,3,1,24,4,0,0,2,0.129,0.173,0.186,0.359,4,0.057,0.191,30.8%,5.1%,0.17,0.3,35.9%,20,6,L,Rakuten Eagles,EL
Tanaka Kazuki,13,44,33,6,6,1,1,1,12,5,1,0,1,0,12,10,0,0,2,0.182,0.372,0.364,0.736,114,0.182,0.250,27.3%,22.7%,0.83,0.2,52.3%,27,8,S,Rakuten Eagles,EL
Tanaka Takaya,26,63,52,12,16,3,0,0,19,6,0,0,2,0,6,8,0,1,0,0.308,0.410,0.365,0.775,126,0.057,0.348,9.5%,12.7%,1.33,0.0,22.2%,29,2,L,Rakuten Eagles,EL
Tatsumi Ryosuke,7,28,23,3,7,1,1,0,10,6,0,0,0,0,6,4,0,1,0,0.304,0.429,0.435,0.864,151,0.131,0.412,21.4%,14.3%,0.67,0.0,35.7%,25,8,L,Rakuten Eagles,EL
Uchida Yasuhito,66,150,137,10,35,8,1,0,45,17,0,0,0,1,34,11,0,1,5,0.255,0.313,0.328,0.641,86,0.073,0.337,22.7%,7.3%,0.32,0.0,30.0%,27,5,R,Rakuten Eagles,EL
Wada Ren,78,263,231,35,58,12,1,12,108,40,2,1,1,3,50,25,0,3,9,0.251,0.328,0.468,0.796,129,0.217,0.267,19.0%,9.5%,0.50,0.0,33.1%,26,3,R,Rakuten Eagles,EL
Watanabe Yoshiaki,28,118,107,16,41,6,1,1,52,13,0,0,2,0,11,8,0,1,2,0.383,0.431,0.486,0.917,166,0.103,0.421,9.3%,6.8%,0.73,0.0,16.9%,25,5,L,Rakuten Eagles,EL
Yamasaki Tsuyoshi,3,13,12,0,1,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0.083,0.154,0.083,0.237,-30,0.000,0.143,38.5%,7.7%,0.20,0.0,46.2%,26,6,L,Rakuten Eagles,EL
Yamazaki Maaki,70,219,192,27,52,10,0,1,65,25,1,1,2,5,22,15,0,5,6,0.271,0.332,0.339,0.671,95,0.068,0.293,10.0%,6.8%,0.68,-0.1,17.4%,26,3,L,Rakuten Eagles,EL
Yanagisawa Ozora,25,25,25,3,1,1,0,0,2,1,1,0,0,0,11,0,0,0,1,0.040,0.040,0.080,0.120,-66,0.040,0.071,44.0%,0.0%,0.00,0.2,44.0%,19,8,R,Rakuten Eagles,EL
Yasuda Yuma,30,90,74,9,19,4,0,4,35,15,0,0,0,1,14,15,0,0,3,0.257,0.378,0.473,0.851,146,0.216,0.263,15.6%,16.7%,1.07,0.0,36.7%,22,2,L,Rakuten Eagles,EL
Yokoo Toshitake,86,256,216,25,60,11,0,6,89,39,0,0,2,2,35,28,0,8,6,0.278,0.378,0.412,0.790,129,0.134,0.305,13.7%,10.9%,0.80,0.0,27.0%,29,5,R,Rakuten Eagles,EL
Yoshimochi Ryota,56,82,72,16,21,2,0,0,23,5,5,0,1,1,11,6,0,2,3,0.292,0.358,0.319,0.677,98,0.027,0.339,13.4%,7.3%,0.55,0.9,20.7%,28,6,R,Rakuten Eagles,EL
Yoshino Soshi,48,129,122,8,24,6,1,1,35,8,1,1,0,0,44,5,0,2,1,0.197,0.240,0.287,0.527,52,0.090,0.299,34.1%,3.9%,0.11,-0.1,38.8%,18,8,R,Rakuten Eagles,EL
Cuadrado Romer,56,196,181,21,41,8,0,6,67,24,0,1,0,3,63,12,0,0,5,0.227,0.270,0.370,0.640,83,0.143,0.304,32.1%,6.1%,0.19,-0.3,41.3%,24,7,R,Seibu Lions,EL
Furuichi Takeru,15,33,28,2,5,1,0,0,6,0,1,2,0,0,2,5,0,0,1,0.179,0.303,0.214,0.517,51,0.035,0.192,6.1%,15.2%,2.50,-0.5,21.2%,20,2,R,Seibu Lions,EL
Genda Sosuke,3,9,8,2,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0.250,0.333,0.375,0.708,104,0.125,0.250,0.0%,11.1%,1.00,0.2,11.1%,29,DH,L,Seibu Lions,EL
Hasegawa Shinya,45,187,163,39,51,5,3,8,86,24,10,5,2,0,28,18,0,4,6,0.313,0.395,0.528,0.923,164,0.215,0.339,15.0%,9.6%,0.64,0.1,28.9%,20,8,R,Seibu Lions,EL
Hiranuma Shota,35,106,96,10,15,2,1,0,19,2,3,1,1,0,15,8,0,1,5,0.156,0.229,0.198,0.427,24,0.042,0.185,14.2%,7.5%,0.53,0.2,21.7%,24,5,L,Seibu Lions,EL
Kaneko Yuji,11,36,32,4,11,1,0,0,12,2,2,0,0,1,6,3,0,0,0,0.344,0.389,0.375,0.764,121,0.031,0.407,16.7%,8.3%,0.50,0.3,25.0%,32,7,S,Seibu Lions,EL
Kawagoe Seiji,41,154,130,18,35,5,1,3,51,18,2,2,0,1,25,22,0,1,1,0.269,0.377,0.392,0.769,122,0.123,0.311,16.2%,14.3%,0.88,-0.3,32.5%,29,DH,L,Seibu Lions,EL
Kawamura Keishin,31,111,90,12,14,5,0,0,19,5,0,0,0,3,17,17,0,1,3,0.156,0.288,0.211,0.499,46,0.055,0.184,15.3%,15.3%,1.00,0.0,30.6%,22,9,L,Seibu Lions,EL
Kawano Ryota,62,215,184,24,46,11,1,4,71,14,2,7,7,5,43,17,0,2,4,0.250,0.313,0.386,0.699,101,0.136,0.296,20.0%,7.9%,0.40,-1.9,29.8%,21,UTL,S,Seibu Lions,EL
Kishi Junichiro,24,79,68,12,16,4,1,1,25,6,3,1,1,0,12,9,0,1,5,0.235,0.333,0.368,0.701,102,0.133,0.273,15.2%,11.4%,0.75,0.2,27.8%,25,9,R,Seibu Lions,EL
Koga Yuto,25,79,64,10,18,3,1,1,26,6,0,0,3,1,15,11,0,0,1,0.281,0.382,0.406,0.788,127,0.125,0.347,19.0%,13.9%,0.73,0.0,34.2%,22,2,R,Seibu Lions,EL
Kumashiro Masato,14,30,27,2,6,1,0,0,7,1,0,0,0,0,4,3,0,0,0,0.222,0.300,0.259,0.559,62,0.037,0.261,13.3%,10.0%,0.75,0.0,23.3%,33,UTL,R,Seibu Lions,EL
Kuriyama Takumi,3,8,7,2,3,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0.429,0.500,0.429,0.929,169,0.000,0.500,12.5%,0.0%,0.00,0.0,12.5%,38,DH,L,Seibu Lions,EL
Makino Shoya,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,0.000,33.3%,0.0%,0.00,0.0,33.3%,21,2,L,Seibu Lions,EL
Miyamoto Joseph Ken,43,97,91,12,17,1,1,1,23,8,5,1,2,0,25,4,0,0,3,0.187,0.221,0.253,0.474,37,0.066,0.246,25.8%,4.1%,0.16,0.5,30.9%,23,8,S,Seibu Lions,EL
Mori Tomoya,9,28,26,3,7,1,0,2,14,2,0,0,0,0,5,2,0,0,0,0.269,0.321,0.538,0.859,144,0.269,0.263,17.9%,7.1%,0.40,0.0,32.1%,26,DH,L,Seibu Lions,EL
Nakaguma Daichi,66,209,182,13,50,4,0,1,57,24,0,2,1,1,34,22,0,3,2,0.275,0.361,0.313,0.674,95,0.038,0.331,16.3%,10.5%,0.65,-0.6,27.3%,25,2,L,Seibu Lions,EL
Nakamigawa Yuta,47,136,117,16,22,4,0,9,53,18,0,0,1,1,33,15,0,2,4,0.188,0.289,0.453,0.742,112,0.265,0.171,24.3%,11.0%,0.45,0.0,41.9%,19,DH,L,Seibu Lions,EL
Nakamura Takeya,3,9,9,1,3,1,0,0,4,4,0,0,0,0,2,0,0,0,1,0.333,0.333,0.444,0.777,123,0.111,0.429,22.2%,0.0%,0.00,0.0,22.2%,38,5,R,Seibu Lions,EL
Nakayama Seigo,44,112,94,6,14,1,1,2,23,16,0,0,1,4,27,11,0,2,5,0.149,0.243,0.245,0.488,41,0.096,0.174,24.1%,9.8%,0.41,0.0,35.7%,23,6,L,Seibu Lions,EL
Nishikawa Manaya,41,154,143,20,39,9,5,6,76,20,1,1,1,1,23,9,0,0,1,0.273,0.314,0.531,0.845,140,0.258,0.287,14.9%,5.8%,0.39,-0.1,24.7%,23,8,L,Seibu Lions,EL
O'Grady Brian,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.333,0.000,0.333,2,0.000,0.000,0.0%,33.3%,1.00,0.0,33.3%,30,8,L,Seibu Lions,EL
Okada Masatoshi,17,34,25,2,4,0,0,1,7,5,0,0,2,0,2,5,0,2,1,0.160,0.344,0.280,0.624,81,0.120,0.136,5.9%,14.7%,2.50,0.0,23.5%,33,2,R,Seibu Lions,EL
Saito Masato,49,154,124,15,30,3,0,0,33,17,0,2,6,1,28,21,0,2,7,0.242,0.358,0.266,0.624,82,0.024,0.309,18.2%,13.6%,0.75,-0.6,31.8%,26,2,L,Seibu Lions,EL
Suzuki Shohei,39,139,119,16,35,4,4,1,50,17,4,5,1,0,19,18,0,1,1,0.294,0.391,0.420,0.811,134,0.126,0.343,13.7%,12.9%,0.95,-0.9,27.3%,24,8,L,Seibu Lions,EL
Takagi Wataru,69,283,252,35,69,16,2,15,134,46,1,0,1,1,53,28,0,1,3,0.274,0.348,0.532,0.880,151,0.258,0.292,18.7%,9.9%,0.53,0.2,33.9%,22,9,L,Seibu Lions,EL
Takeda Aito,1,5,4,2,2,0,0,1,5,4,0,0,0,0,1,1,0,0,0,0.500,0.600,1.250,1.850,422,0.750,0.500,20.0%,20.0%,1.00,0.0,60.0%,25,9,R,Seibu Lions,EL
Takizawa Natsuo,38,118,108,14,28,0,0,1,31,5,7,7,1,0,19,8,0,1,4,0.259,0.316,0.287,0.603,75,0.028,0.307,16.1%,6.8%,0.42,-1.1,23.7%,18,6,L,Seibu Lions,EL
Togawa Daisuke,55,158,141,13,29,7,0,3,45,18,1,0,0,0,35,16,0,1,2,0.206,0.291,0.319,0.610,76,0.113,0.252,22.2%,10.1%,0.46,0.2,34.2%,26,7,L,Seibu Lions,EL
Tonosaki Shuta,2,8,7,3,5,0,1,1,10,2,0,0,0,1,1,0,0,0,0,0.714,0.625,1.429,2.054,479,0.715,0.667,12.5%,0.0%,0.00,0.0,25.0%,29,DH,R,Seibu Lions,EL
Tsuge Sena,12,38,36,5,11,1,0,0,12,3,0,0,0,0,7,2,0,0,0,0.306,0.342,0.333,0.675,95,0.027,0.379,18.4%,5.3%,0.29,0.0,23.7%,25,2,R,Seibu Lions,EL
Tysinger Brandon Taiga,19,63,55,5,19,6,0,2,31,11,0,1,0,0,11,7,0,1,1,0.345,0.429,0.564,0.993,184,0.219,0.405,17.5%,11.1%,0.64,-0.3,31.7%,24,5,R,Seibu Lions,EL
Wakabayashi Gakuto,38,156,144,22,36,5,0,4,53,17,4,1,2,1,25,8,0,1,4,0.250,0.292,0.368,0.660,89,0.118,0.276,16.0%,5.1%,0.32,0.4,23.7%,24,9,R,Seibu Lions,EL
Watanabe Kento,97,350,299,28,55,11,0,10,96,30,6,1,1,2,93,42,1,6,8,0.184,0.295,0.321,0.616,78,0.137,0.227,26.6%,12.0%,0.45,0.7,41.4%,23,3,R,Seibu Lions,EL
Witte Jantzen,46,161,152,13,37,8,0,4,57,17,0,2,0,3,24,4,0,2,4,0.243,0.267,0.375,0.642,84,0.132,0.260,14.9%,2.5%,0.17,-0.6,19.9%,32,3,R,Seibu Lions,EL
Wu Nien-Ting,21,89,72,9,17,2,0,0,19,6,1,0,0,1,16,15,0,1,2,0.236,0.371,0.264,0.635,85,0.028,0.298,18.0%,16.9%,0.94,0.2,34.8%,29,UTL,L,Seibu Lions,EL
Yamada Haruka,22,67,56,9,15,7,0,2,28,12,3,1,2,0,14,9,0,0,1,0.268,0.369,0.500,0.869,149,0.232,0.325,20.9%,13.4%,0.64,0.2,37.3%,25,5,R,Seibu Lions,EL
Yamamura Takayoshi,60,239,219,27,65,13,1,0,80,16,3,2,4,3,35,11,0,2,1,0.297,0.332,0.365,0.697,101,0.068,0.348,14.6%,4.6%,0.31,-0.1,19.2%,19,UTL,L,Seibu Lions,EL
Yamanobe Kakeru,49,160,139,30,39,5,3,4,62,18,8,5,1,2,13,17,0,1,8,0.281,0.358,0.446,0.804,131,0.165,0.282,8.1%,10.6%,1.31,-0.3,21.2%,28,4,R,Seibu Lions,EL
Abe Kazuhiro,26,52,43,7,9,1,0,0,10,1,4,2,0,0,9,7,0,2,0,0.209,0.346,0.233,0.579,70,0.024,0.265,17.3%,13.5%,0.78,0.0,30.8%,19,9,S,Nipponham Fighters,EL
Arizono Naoki,60,184,165,11,37,10,1,3,58,16,0,3,2,0,55,14,0,3,2,0.224,0.297,0.352,0.649,88,0.128,0.318,29.9%,7.6%,0.25,-1.0,39.1%,19,5,R,Nipponham Fighters,EL
Asama Daiki,5,14,13,2,3,0,0,0,3,0,1,1,0,0,3,1,0,0,0,0.231,0.286,0.231,0.517,51,0.000,0.300,21.4%,7.1%,0.33,-0.2,28.6%,26,9,L,Nipponham Fighters,EL
Furukawa Yudai,42,103,87,8,22,7,3,2,41,8,0,1,4,0,26,11,0,1,0,0.253,0.343,0.471,0.814,135,0.218,0.339,25.2%,10.7%,0.42,-0.3,37.9%,24,2,L,Nipponham Fighters,EL
Hayamizu Takanari,66,179,163,16,31,8,0,5,54,14,1,1,0,2,69,13,0,1,4,0.190,0.251,0.331,0.582,68,0.141,0.286,38.5%,7.3%,0.19,-0.1,48.6%,24,DH,R,Nipponham Fighters,EL
Higuchi Ryunosuke,83,247,221,22,54,9,0,7,84,27,0,0,2,1,55,16,0,7,10,0.244,0.314,0.380,0.694,101,0.136,0.294,22.3%,6.5%,0.29,0.0,31.6%,27,UTL,R,Nipponham Fighters,EL
Hosokawa Ryohei,69,216,198,13,32,3,1,1,40,6,4,6,4,2,39,11,0,1,6,0.162,0.208,0.202,0.410,19,0.040,0.194,18.1%,5.1%,0.28,-1.3,23.6%,20,6,L,Nipponham Fighters,EL
Imagawa Yuma,16,62,59,10,17,2,1,4,33,8,0,0,0,0,9,1,0,2,0,0.288,0.323,0.559,0.882,153,0.271,0.283,14.5%,1.6%,0.11,0.0,22.6%,25,7,R,Nipponham Fighters,EL
Ishii Kazunari,7,22,19,2,2,0,0,1,5,3,0,0,0,0,6,3,0,0,0,0.105,0.227,0.263,0.490,42,0.158,0.083,27.3%,13.6%,0.50,0.0,45.5%,28,DH,L,Nipponham Fighters,EL
Ishikawa Ryo,30,79,69,7,13,2,0,2,21,7,0,0,0,0,13,10,0,0,1,0.188,0.291,0.304,0.595,73,0.116,0.204,16.5%,12.7%,0.77,0.0,31.6%,26,2,R,Nipponham Fighters,EL
Isobata Ryota,10,29,28,1,6,2,0,0,8,0,3,1,1,0,7,0,0,0,0,0.214,0.214,0.286,0.500,44,0.072,0.286,24.1%,0.0%,0.00,0.2,24.1%,23,8,L,Nipponham Fighters,EL
Kamikawabata Daigo,10,36,34,0,11,1,0,0,12,2,0,0,0,0,3,2,0,0,1,0.324,0.361,0.353,0.714,108,0.029,0.355,8.3%,5.6%,0.67,0.0,13.9%,25,6,L,Nipponham Fighters,EL
Kataoka Shoto,79,263,226,23,50,2,2,6,74,20,2,2,5,3,65,29,0,0,4,0.221,0.306,0.327,0.633,84,0.106,0.278,24.7%,11.0%,0.45,-0.3,38.0%,24,8,L,Nipponham Fighters,EL
Kimura Fumikazu,17,40,32,4,9,4,0,3,22,8,2,0,1,0,9,7,0,0,0,0.281,0.410,0.688,1.098,215,0.407,0.300,22.5%,17.5%,0.78,0.3,47.5%,33,7,R,Nipponham Fighters,EL
Kiyomiya Kotaro,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,0.0%,0.0%,,0.0,0.0%,23,3,L,Nipponham Fighters,EL
Kohri Takuya,25,60,52,6,11,1,0,3,21,6,2,1,2,0,9,4,0,2,0,0.212,0.293,0.404,0.697,101,0.192,0.200,15.0%,6.7%,0.44,0.0,26.7%,24,7,R,Nipponham Fighters,EL
Kondoh Kensuke,7,24,19,4,5,1,0,0,6,0,0,0,0,0,4,5,0,0,0,0.263,0.417,0.316,0.733,115,0.053,0.333,16.7%,20.8%,1.25,0.0,37.5%,28,8,L,Nipponham Fighters,EL
Mannami Chusei,17,59,49,10,18,4,0,2,28,7,0,2,0,0,12,10,0,0,0,0.367,0.475,0.571,1.046,203,0.204,0.457,20.3%,16.9%,0.83,-0.6,40.7%,22,7,R,Nipponham Fighters,EL
Matsumoto Go,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,483,0.000,1.000,0.0%,50.0%,1.00,0.0,50.0%,28,DH,R,Nipponham Fighters,EL
Miyata Hokuto,31,68,60,9,17,1,1,1,23,7,6,3,3,1,14,4,0,0,2,0.283,0.323,0.383,0.706,104,0.100,0.348,20.6%,5.9%,0.29,0.0,27.9%,24,8,S,Nipponham Fighters,EL
Mizuno Tatsuki,38,98,90,12,21,2,2,4,39,16,3,1,0,0,26,5,0,3,1,0.233,0.296,0.433,0.729,110,0.200,0.283,26.5%,5.1%,0.19,0.2,35.7%,21,6,L,Nipponham Fighters,EL
Nakashima Takuya,30,90,78,8,16,1,0,0,17,6,3,2,2,0,14,9,0,1,0,0.205,0.295,0.218,0.513,50,0.013,0.250,15.6%,10.0%,0.64,-0.1,25.6%,31,6,L,Nipponham Fighters,EL
Nanba Yuhei,48,121,114,10,30,3,1,0,35,6,2,2,2,1,19,4,0,0,2,0.263,0.286,0.307,0.593,72,0.044,0.312,15.7%,3.3%,0.21,-0.3,19.0%,23,UTL,L,Nipponham Fighters,EL
Nomura Yuki,13,41,38,7,11,2,0,1,16,3,0,0,0,0,6,2,0,1,0,0.289,0.341,0.421,0.762,121,0.132,0.323,14.6%,4.9%,0.33,0.0,22.0%,22,5,R,Nipponham Fighters,EL
Nunez Renato,31,103,96,13,28,4,0,7,53,17,0,0,0,0,24,4,1,3,0,0.292,0.340,0.552,0.892,156,0.260,0.323,23.3%,3.9%,0.17,0.0,34.0%,28,3,R,Nipponham Fighters,EL
Sakaguchi Uta,64,191,177,10,29,4,0,1,36,5,1,1,3,1,83,10,0,0,2,0.164,0.207,0.203,0.410,19,0.039,0.298,43.5%,5.2%,0.12,-0.1,49.2%,19,9,L,Nipponham Fighters,EL
Satoh Ryusei,54,179,158,17,43,10,1,8,79,26,0,1,2,0,27,18,0,1,5,0.272,0.350,0.500,0.850,145,0.228,0.285,15.1%,10.1%,0.67,-0.3,29.6%,25,UTL,R,Nipponham Fighters,EL
Shimizu Yushi,34,99,83,8,21,5,0,2,32,8,1,0,2,0,15,14,0,0,2,0.253,0.361,0.386,0.747,117,0.133,0.288,15.2%,14.1%,0.93,0.2,31.3%,26,2,R,Nipponham Fighters,EL
Sugiya Kenshi,11,29,27,3,6,1,1,0,9,3,2,0,0,0,5,2,0,0,0,0.222,0.276,0.333,0.609,76,0.111,0.273,17.2%,6.9%,0.40,0.3,24.1%,31,7,S,Nipponham Fighters,EL
Takahama Yuto,71,234,199,27,53,13,0,5,81,20,0,2,0,1,56,29,0,5,6,0.266,0.372,0.407,0.779,126,0.141,0.345,23.9%,12.4%,0.52,-0.6,38.5%,25,3,R,Nipponham Fighters,EL
Tamiya Yua,49,133,128,11,28,6,2,1,41,9,8,3,0,2,21,2,0,1,2,0.219,0.233,0.320,0.553,59,0.101,0.250,15.8%,1.5%,0.10,0.4,18.0%,22,2,L,Nipponham Fighters,EL
Uehara Kenta,12,16,15,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0.000,0.063,0.000,0.063,-81,0.000,0.000,62.5%,6.2%,0.10,0.0,68.8%,28,DH,L,Nipponham Fighters,EL
Ueno Kyohei,72,222,204,14,38,6,1,0,46,11,4,1,4,0,59,10,0,4,4,0.186,0.239,0.225,0.464,35,0.039,0.262,26.6%,4.5%,0.17,0.4,31.1%,21,6,R,Nipponham Fighters,EL
Umebayashi Yuki,39,83,80,11,22,3,1,2,33,6,4,2,0,0,15,3,0,0,1,0.275,0.301,0.413,0.714,106,0.138,0.317,18.1%,3.6%,0.20,0.0,24.1%,24,2,R,Nipponham Fighters,EL
Usami Shingo,2,8,6,0,2,0,0,0,2,3,0,1,0,1,0,0,0,1,0,0.333,0.375,0.333,0.708,107,0.000,0.286,0.0%,0.0%,,-0.3,0.0%,29,2,L,Nipponham Fighters,EL
Wang Po-Jung,50,137,122,13,40,9,0,4,61,14,0,2,0,1,17,11,0,3,3,0.328,0.394,0.500,0.894,159,0.172,0.353,12.4%,8.0%,0.65,-0.6,23.4%,28,7,L,Nipponham Fighters,EL
Watanabe Ryo,32,101,88,11,21,7,1,3,39,6,1,0,0,0,25,12,0,1,3,0.239,0.337,0.443,0.780,125,0.204,0.300,24.8%,11.9%,0.48,0.2,39.6%,27,4,R,Nipponham Fighters,EL
Yachi Ryota,17,46,40,6,9,3,0,0,12,6,1,0,0,0,5,5,0,1,1,0.225,0.326,0.300,0.626,83,0.075,0.257,10.9%,10.9%,1.00,0.2,21.7%,31,UTL,R,Nipponham Fighters,EL
