,Player,ポジション,投打,身長／体重,生年月日,経歴,ドラフト
https://npb.jp/bis/players/01505136.html,北浦　竜次,投手,左投左打,184cm／103kg,2000年1月12日,白鴎大足利高,2017年ドラフト5位
https://npb.jp/bis/players/41545136.html,清宮　幸太郎,内野手,右投左打,184cm／95kg,1999年5月25日,早稲田実,2017年ドラフト1位
https://npb.jp/bis/players/51755155.html,北山　亘基,投手,右投右打,182cm／87kg,1999年4月10日,京都成章高 - 京都産業大,2021年ドラフト8位
https://npb.jp/bis/players/21925151.html,郡司　裕也,捕手,右投右打,180cm／90kg,1997年12月27日,仙台育英高 - 慶応大,2019年ドラフト4位
https://npb.jp/bis/players/61765155.html,畔柳　亨丞,投手,右投右打,178cm／92kg,2003年5月3日,中京大中京高,2021年ドラフト5位
https://npb.jp/bis/players/93595150.html,古林　睿煬,投手,右投右打,184cm／100kg,2000年6月12日,平鎮高 - 台湾・統一,
https://npb.jp/bis/players/21725138.html,齋藤　友貴哉,投手,右投左打,184cm／92kg,1995年1月5日,山形中央高 - 桐蔭横浜大 - ホンダ,2018年ドラフト4位
https://npb.jp/bis/players/71975155.html,阪口　樂,内野手,右投左打,187cm／99kg,2003年6月24日,岐阜第一高,2021年ドラフト4位
https://npb.jp/bis/players/93795159.html,Ａ．ザバラ,,右投右打,190cm／117kg,1996年12月21日,ソンリサデエスペランサ高 - マーリンズ,
https://npb.jp/bis/players/61965130.html,清水　優心,捕手,右投右打,185cm／91kg,1996年5月22日,九州国際大付高,2014年ドラフト2位
https://npb.jp/bis/players/11015159.html,進藤　勇也,捕手,右投右打,182cm／95kg,2002年3月10日,筑陽学園高 - 上武大,2023年ドラフト2位
https://npb.jp/bis/players/81085150.html,柴田　獅子,投手,右投左打,187cm／95kg,2006年4月18日,福岡大大濠高,2024年ドラフト1位
https://npb.jp/bis/players/11215150.html,澁谷　純希,投手,左投左打,182cm／93kg,2006年11月25日,帯広農,2024年育成選手ドラフト2位
https://npb.jp/bis/players/51255150.html,清水　大暉,投手,右投右打,195cm／105kg,2006年7月17日,前橋商,2024年ドラフト4位
https://npb.jp/bis/players/61765139.html,杉浦　稔大,投手,右投右打,190cm／90kg,1992年2月25日,帯広大谷高 - 国学院大,2013年ドラフト1位
https://npb.jp/bis/players/83785159.html,孫　易磊,投手,右投左打,183cm／96kg,2005年2月10日,中国文化大,
https://npb.jp/bis/players/41945138.html,清宮　虎多朗,投手,右投左打,190cm／104kg,2000年5月26日,八千代松陰高,2018年育成選手ドラフト1位
https://npb.jp/bis/players/31235134.html,田中　正義,投手,右投右打,188cm／96kg,1994年7月19日,創価高 - 創価大,2016年ドラフト1位
https://npb.jp/bis/players/91295134.html,玉井　大翔,投手,右投右打,178cm／80kg,1992年6月16日,旭川実 - 東京農業大北海道オホーツク - 新日鉄住金かずさマジック,2016年ドラフト8位
https://npb.jp/bis/players/51055138.html,田宮　裕涼,捕手,右投左打,175cm／84kg,2000年6月13日,成田高,2018年ドラフト6位
https://npb.jp/bis/players/01205155.html,達　孝太,投手,右投右打,194cm／101kg,2004年3月27日,天理高,2021年ドラフト1位
https://npb.jp/bis/players/11215118.html,中島　卓也,内野手,右投左打,178cm／77kg,1991年1月11日,福岡工,2008年ドラフト5位
https://npb.jp/bis/players/41245138.html,生田目　翼,投手,右投右打,176cm／95kg,1995年2月19日,水戸工 - 流通経済大 - 日本通運,2018年ドラフト3位
https://npb.jp/bis/players/31435157.html,奈良間　大己,内野手,右投右打,172cm／75kg,2000年5月8日,常葉大菊川高 - 立正大,2022年ドラフト5位
https://npb.jp/bis/players/41645153.html,根本　悠楓,投手,左投左打,173cm／80kg,2003年3月31日,苫小牧中央高,2020年ドラフト5位
https://npb.jp/bis/players/31435138.html,野村　佑希,内野手,右投右打,187cm／95kg,2000年6月26日,花咲徳栄高,2018年ドラフト2位
https://npb.jp/bis/players/33735151.html,Ｄ．バーヘイゲン,,右投右打,198cm／104kg,1990年10月22日,バンダービルト大 - タイガース,
https://npb.jp/bis/players/71675159.html,濵田　泰希,内野手,右投右打,189cm／90kg,2005年11月28日,京都国際高,2023年育成選手ドラフト1位
https://npb.jp/bis/players/21025137.html,福谷　浩司,投手,右投右打,183cm／98kg,1991年1月9日,愛知・横須賀高 - 慶応大,2012年ドラフト1位
https://npb.jp/bis/players/61065137.html,伏見　寅威,捕手,右投右打,182cm／89kg,1990年5月12日,東海大四高 - 東海大,2012年ドラフト3位
https://npb.jp/bis/players/11615138.html,福田　俊,投手,左投左打,171cm／74kg,1996年12月14日,横浜創学館高 - 星槎道都大,2018年ドラフト7位
https://npb.jp/bis/players/01805153.html,古川　裕大,,右投左打,184cm／91kg,1998年6月19日,久留米商 - 上武大,2020年ドラフト3位
https://npb.jp/bis/players/81685155.html,福島　蓮,投手,右投右打,190cm／81kg,2003年4月25日,八戸西高,2021年育成選手ドラフト1位
https://npb.jp/bis/players/11815157.html,藤田　大清,外野手,右投左打,187cm／87kg,2004年8月23日,花咲徳栄高,2022年育成選手ドラフト1位
https://npb.jp/bis/players/01805150.html,藤田　琉生,投手,左投左打,198cm／107kg,2006年11月17日,東海大相模高,2024年ドラフト2位
https://npb.jp/bis/players/51855134.html,堀　瑞輝,投手,左投左打,177cm／91kg,1998年5月10日,広島新庄高,2016年ドラフト1位
https://npb.jp/bis/players/61865153.html,細川　凌平,内野手,右投左打,174cm／81kg,2002年4月25日,智弁和歌山高,2020年ドラフト4位
https://npb.jp/bis/players/41845159.html,星野　ひので,外野手,右投右打,182cm／88kg,2005年4月18日,前橋工,2023年ドラフト5位
https://npb.jp/bis/players/61865159.html,細野　晴希,投手,左投左打,180cm／88kg,2002年2月26日,東亜学園高 - 東洋大,2023年ドラフト1位
https://npb.jp/bis/players/21625135.html,松本　剛,外野手,右投右打,180cm／83kg,1993年8月11日,帝京高,2011年ドラフト2位
https://npb.jp/bis/players/73975136.html,Ａ．マルティネス,,右投右打,190cm／112kg,1996年5月28日,コマンダンテマヌエルピティファハルド体育大 - キューバ・マタンサス,
https://npb.jp/bis/players/11815138.html,万波　中正,外野手,右投右打,192cm／102kg,2000年4月7日,横浜高,2018年ドラフト4位
https://npb.jp/bis/players/61665151.html,松岡　洸希,投手,右投右打,180cm／85kg,2000年8月31日,桶川西高 - BC・武蔵,2019年ドラフト3位
https://npb.jp/bis/players/03105153.html,松本　遼大,投手,右投右打,188cm／100kg,2002年5月17日,花巻東高,2020年育成選手ドラフト1位
https://npb.jp/bis/players/33135155.html,松浦　慶斗,投手,左投左打,187cm／100kg,2003年7月1日,大阪桐蔭高,2021年ドラフト7位
https://npb.jp/bis/players/41445116.html,宮西　尚生,投手,左投左打,180cm／81kg,1985年6月2日,市立尼崎高 - 関西学院大,2007年大学生・社会人ドラフト3巡目
https://npb.jp/bis/players/31835138.html,水谷　瞬,外野手,右投右打,193cm／100kg,2001年3月9日,石見智翠館高,2018年ドラフト5位
https://npb.jp/bis/players/63165155.html,水野　達稀,内野手,右投左打,171cm／80kg,2000年7月30日,丸亀城西高 - JR四国,2021年ドラフト3位
https://npb.jp/bis/players/53155157.html,宮内　春輝,投手,右投右打,176cm／80kg,1996年5月25日,多古高 - 明星大 - 日本製紙石巻,2022年ドラフト6位
https://npb.jp/bis/players/83185159.html,宮崎　一樹,外野手,右投右打,184cm／91kg,2001年8月30日,山梨学院高 - 山梨学院大,2023年ドラフト3位
https://npb.jp/bis/players/53355159.html,明瀬　諒介,内野手,右投右打,184cm／96kg,2005年8月25日,鹿児島城西高,2023年ドラフト4位
https://npb.jp/bis/players/21825130.html,山﨑　福也,投手,左投左打,188cm／99kg,1992年9月9日,日大三高 - 明治大,2014年ドラフト1位
https://npb.jp/bis/players/03105136.html,山本　拓実,投手,右投右打,167cm／84kg,2000年1月31日,市立西宮高,2017年ドラフト6位
https://npb.jp/bis/players/63365155.html,柳川　大晟,投手,右投右打,191cm／96kg,2003年8月21日,九州国際大付高,2021年育成選手ドラフト3位
https://npb.jp/bis/players/73375157.html,矢澤　宏太,投手,左投左打,173cm／72kg,2000年8月2日,藤嶺藤沢高 - 日本体育大,2022年ドラフト1位
https://npb.jp/bis/players/03305157.html,山口　アタル,外野手,右投右打,179cm／95kg,1999年5月28日,ブリタニア高 - コルビーコミュニティカレッジ - テキサス大タイラー校中退,2022年育成選手ドラフト3位
https://npb.jp/bis/players/63165150.html,山縣　秀,内野手,右投右打,176cm／82kg,2002年5月1日,早大学院高 - 早稲田大,2024年ドラフト5位
https://npb.jp/bis/players/13315150.html,山城　航太郎,投手,右投右打,183cm／91kg,2002年9月3日,福岡大大濠高 - 法政大,2024年ドラフト6位
https://npb.jp/bis/players/13515157.html,吉田　賢吾,捕手,右投右打,181cm／94kg,2001年1月18日,横浜商大高 - 桐蔭横浜大,2022年ドラフト6位
https://npb.jp/bis/players/73075159.html,Ｆ．レイエス,外野手,右投右打,196cm／139kg,1995年7月7日,リセオアリーロパウリーノ高 - パドレス - インディアンス - ガーディアンズ - カブス - ロイヤルズ,
https://npb.jp/bis/players/13315136.html,若林　晃弘,,右投両打,180cm／79kg,1993年8月26日,桐蔭学園高 - 法政大 - JX-ENEOS,2017年ドラフト6位
https://npb.jp/bis/players/51155131.html,秋山　拓巳,,右投左打,188cm／101kg,1991年4月26日,西条高,2009年ドラフト4位
https://npb.jp/bis/players/01505138.html,片山　雄哉,,右投左打,177cm／84kg,1994年6月18日,刈谷工 - 至学館短大 - BC・福井,2018年育成選手ドラフト1位
https://npb.jp/bis/players/01005130.html,髙濱　祐仁,,右投右打,185cm／88kg,1996年8月8日,横浜高,2014年ドラフト7位
https://npb.jp/bis/players/73975157.html,Ｓ．ノイジー,,右投右打,183cm／100kg,1994年12月10日,オクラホマ大 - アスレチックス - ドジャース - アスレチックス,
https://npb.jp/bis/players/73075157.html,Ｊ．ミエセス,,右投右打,185cm／119kg,1995年7月13日,ラビクトリア校 - 米マイナー,
https://npb.jp/bis/players/71575153.html,内間　拓馬,,右投右打,179cm／86kg,1998年11月21日,宜野座高 - 亜細亜大,2020年ドラフト4位
https://npb.jp/bis/players/91595132.html,岡田　明丈,,右投左打,184cm／96kg,1993年10月18日,大商大高 - 大阪商業大,2015年ドラフト1位
https://npb.jp/bis/players/53955151.html,Ｒ．コルニエル,,右投右打,194cm／103kg,1995年6月23日,ファウストヒメネスサンティアゴ高 - 米マイナー,
https://npb.jp/bis/players/23725159.html,Ｊ．シャイナー,,右投右打,185cm／90kg,1995年8月13日,ヒューストン大 - 米マイナー,
https://npb.jp/bis/players/51955139.html,曽根　海成,,右投左打,175cm／73kg,1995年4月24日,京都国際高,2013年育成選手ドラフト3位
https://npb.jp/bis/players/21225130.html,戸根　千明,,左投左打,174cm／102kg,1992年10月17日,石見智翠館高 - 日本大,2014年ドラフト2位
https://npb.jp/bis/players/21425135.html,野村　祐輔,,右投右打,177cm／85kg,1989年6月24日,広陵高 - 明治大,2011年ドラフト1位
https://npb.jp/bis/players/93995159.html,Ｔ．ハッチ,,右投右打,185cm／88kg,1994年9月29日,オクラホマ州大 - ブルージェイズ - パイレーツ,
https://npb.jp/bis/players/21625136.html,藤井　黎來,,右投右打,182cm／90kg,1999年9月17日,大曲工,2017年育成選手ドラフト2位
https://npb.jp/bis/players/93095159.html,Ｍ．レイノルズ,,右投右打,185cm／95kg,1990年12月3日,アーカンソー大 - メッツ - ナショナルズ - ロイヤルズ - メッツ - レッズ,
https://npb.jp/bis/players/13715157.html,Ｊ．Ｂ．ウェンデルケン,,右投右打,185cm／109kg,1993年3月24日,ミドルジョージア大 - アスレチックス - ダイヤモンドバックス,
https://npb.jp/bis/players/41345118.html,大田　泰示,,右投右打,188cm／96kg,1990年6月9日,東海大相模高,2008年ドラフト1位
https://npb.jp/bis/players/91095139.html,西浦　直亨,,右投右打,178cm／82kg,1991年4月11日,天理高 - 法政大,2013年ドラフト2位
https://npb.jp/bis/players/03105155.html,三浦　銀二,,右投右打,175cm／80kg,1999年12月30日,福岡大大濠高 - 法政大,2021年ドラフト4位
https://npb.jp/bis/players/61465112.html,大和,,右投右打,177cm／77kg,1987年11月5日,樟南高,2005年高校生ドラフト4巡目
https://npb.jp/bis/players/13315151.html,Ｅ．ウレーニャ,,右投右打,183cm／79kg,1999年5月27日,クロスオーバー高 - 米マイナー,
https://npb.jp/bis/players/31735153.html,小沼　健太,,右投右打,189cm／86kg,1998年6月11日,東総工 - BC・武蔵 - BC・茨城,2020年育成選手ドラフト2位
https://npb.jp/bis/players/61565114.html,梶谷　隆幸,,右投左打,180cm／90kg,1988年8月28日,開星高,2006年高校生ドラフト3巡目
https://npb.jp/bis/players/31935151.html,菊田　拡和,,右投右打,182cm／94kg,2001年7月23日,常総学院高,2019年ドラフト3位
https://npb.jp/bis/players/41745137.html,菅野　智之,,右投右打,186cm／95kg,1989年10月11日,東海大相模高 - 東海大,2012年ドラフト1位
https://npb.jp/bis/players/81985118.html,立岡　宗一郎,,右投左打,181cm／82kg,1990年5月18日,熊本・鎮西高,2008年ドラフト2位
https://npb.jp/bis/players/61965138.html,髙橋　優貴,,左投左打,178cm／82kg,1997年2月1日,東海大菅生高 - 八戸学院大,2018年ドラフト1位
https://npb.jp/bis/players/93095157.html,Ｙ．メンデス,,左投左打,196cm／104kg,1995年1月17日,ビセンテエミリオソーホ校 - レンジャーズ,
https://npb.jp/bis/players/23225159.html,Ｃ．モンテス,,右投右打,183cm／90kg,1996年10月7日,サウスフロリダ大 - ロッキーズ,
https://npb.jp/bis/players/31135119.html,青木　宣親,,右投左打,175cm／80kg,1982年1月5日,日向高 - 早稲田大,2003年ドラフト4巡目
https://npb.jp/bis/players/23525159.html,Ｊ．エスパーダ,,右投右打,183cm／77kg,1997年2月22日,ホセコラーゾコロン高 - パドレス,
https://npb.jp/bis/players/61365134.html,尾仲　祐哉,,右投左打,173cm／75kg,1995年1月31日,高稜高 - 広島経済大,2016年ドラフト6位
https://npb.jp/bis/players/91595135.html,嘉弥真　新也,,左投左打,172cm／72kg,1989年11月23日,八重山農林高 - ビッグ開発ベースボールクラブ - JX-ENEOS,2011年ドラフト5位
https://npb.jp/bis/players/01705136.html,近藤　弘樹,,右投右打,186cm／103kg,1995年6月27日,安佐北高 - 岡山商科大,2017年ドラフト1位
https://npb.jp/bis/players/33735153.html,サイスニード,,右投右打,193cm／97kg,1992年10月1日,ダラスバプティスト大 - アストロズ,
https://npb.jp/bis/players/41245133.html,西田　明央,,右投右打,178cm／98kg,1992年4月28日,北照高,2010年ドラフト3位
https://npb.jp/bis/players/51655133.html,三ツ俣　大樹,,右投右打,178cm／88kg,1992年5月11日,修徳高,2010年ドラフト2位
https://npb.jp/bis/players/33135132.html,山崎　晃大朗,,左投左打,174cm／74kg,1993年8月11日,青森山田高 - 日本大,2015年ドラフト5位
https://npb.jp/bis/players/43245157.html,Ｅ．ロドリゲス,,右投右打,195cm／93kg,1998年3月31日,セナペック高 - タイガース - レイズ,
https://npb.jp/bis/players/11515153.html,上田　洸太朗,,左投左打,184cm／91kg,2002年9月6日,享栄高,2020年育成選手ドラフト2位
https://npb.jp/bis/players/71575132.html,小笠原　慎之介,,左投左打,180cm／93kg,1997年10月8日,東海大相模高,2015年ドラフト1位
https://npb.jp/bis/players/91595137.html,加藤　翔平,,右投両打,183cm／90kg,1991年3月28日,春日部東高 - 上武大,2012年ドラフト4位
https://npb.jp/bis/players/11915139.html,砂田　毅樹,,左投左打,180cm／80kg,1995年7月20日,明桜高,2013年育成選手ドラフト1位
https://npb.jp/bis/players/21025135.html,田島　慎二,,右投右打,181cm／87kg,1989年12月21日,中部大一高 - 東海学園大,2011年ドラフト3位
https://npb.jp/bis/players/33935159.html,Ａ．ディカーソン,,左投左打,190cm／104kg,1990年5月26日,インディアナ大ブルーミントン校 - パドレス - ジャイアンツ - ブレーブス,
https://npb.jp/bis/players/01005113.html,中島　宏之,,右投右打,180cm／90kg,1982年7月31日,伊丹北高,2000年ドラフト5位
https://npb.jp/bis/players/51855153.html,福島　章太,,左投左打,177cm／92kg,2002年10月24日,倉敷工,2020年ドラフト4位
https://npb.jp/bis/players/83285157.html,Ｍ．フェリス,,右投右打,195cm／111kg,1993年6月28日,カチケエンリキージョ校 - アストロズ - パイレーツ - レッズ - レッドソックス - アスレチックス - レッドソックス,
https://npb.jp/bis/players/83185153.html,三好　大倫,,左投左打,179cm／83kg,1997年9月28日,三本松高 - JFE西日本,2020年ドラフト6位
https://npb.jp/bis/players/31135135.html,安達　了一,,右投右打,179cm／80kg,1988年1月7日,榛名高 - 上武大 - 東芝,2011年ドラフト1位
https://npb.jp/bis/players/01305151.html,上野　響平,,右投右打,172cm／74kg,2001年4月26日,京都国際高,2019年ドラフト3位
https://npb.jp/bis/players/31535130.html,小田　裕也,,右投左打,172cm／75kg,1989年11月4日,九州学院高 - 東洋大 - 日本生命,2014年ドラフト8位
https://npb.jp/bis/players/73775157.html,Ｌ．カスティーヨ,,右投右打,190cm／96kg,1995年3月10日,リセオパドレファンティノ高 - タイガース,
https://npb.jp/bis/players/83085157.html,Ｍ．ゴンザレス,,右投両打,185cm／93kg,1989年3月14日,ラセイヨ高 - アストロズ - ツインズ - レッドソックス - アストロズ - ヤンキース,
https://npb.jp/bis/players/61365112.html,Ｔ－岡田,,左投左打,187cm／100kg,1988年2月9日,履正社高,2005年高校生ドラフト1巡目
https://npb.jp/bis/players/53955159.html,Ｃ．トーマス,,右投左打,193cm／96kg,1994年10月8日,オクラホマ大 - アスレチックス,
https://npb.jp/bis/players/81085131.html,比嘉　幹貴,,右投右打,177cm／77kg,1982年12月7日,コザ高 - 国際武道大 - 日立製作所,2009年ドラフト2位
https://npb.jp/bis/players/11615151.html,平野　大和,,右投右打,177cm／82kg,2001年8月7日,日章学園高,2019年育成選手ドラフト4位
https://npb.jp/bis/players/11315139.html,井上　晴哉,,右投右打,180cm／115kg,1989年7月3日,崇徳高 - 中央大 - 日本生命,2013年ドラフト5位
https://npb.jp/bis/players/63265159.html,Ｄ．カイケル,,左投左打,190cm／93kg,1988年1月1日,アーカンソー大 - アストロズ - ブレーブス - ホワイトソックス - ダイヤモンドバックス - レンジャーズ - ツインズ - ブルワーズ,
https://npb.jp/bis/players/73775159.html,Ｊ．コルデロ,,右投右打,190cm／111kg,1991年10月19日,ポリテクニコアナリリアムスミランダ高 - ナショナルズ - ブルージェイズ - ホワイトソックス - ヤンキース,
https://npb.jp/bis/players/31035151.html,佐々木　朗希,,右投右打,192cm／92kg,2001年11月3日,大船渡高,2019年ドラフト1位
https://npb.jp/bis/players/41945136.html,菅野　剛士,,右投左打,171cm／83kg,1993年5月6日,東海大相模高 - 明治大 - 日立製作所,2017年ドラフト4位
https://npb.jp/bis/players/13915159.html,Ｊ．ダイクストラ,,右投左打,193cm／100kg,1990年11月22日,ルイジアナ州大 - 米マイナー,
https://npb.jp/bis/players/21225132.html,東條　大樹,,右投右打,178cm／85kg,1991年8月15日,桐光学園高 - 青山学院大 - JR東日本,2015年ドラフト4位
https://npb.jp/bis/players/31435134.html,土肥　星也,,左投左打,186cm／90kg,1995年7月7日,尽誠学園高 - 大阪ガス,2016年ドラフト4位
https://npb.jp/bis/players/61265118.html,二保　旭,,右投右打,182cm／74kg,1990年5月18日,九州国際大付高,2008年育成選手ドラフト2位
https://npb.jp/bis/players/51655138.html,古谷　拓郎,,右投右打,184cm／86kg,2000年4月21日,習志野高,2018年ドラフト6位
https://npb.jp/bis/players/33935134.html,Ｃ．Ｃ．メルセデス,,左投両打,188cm／82kg,1994年3月8日,ヌエバエスペランサ高 - 米マイナー,
https://npb.jp/bis/players/13315132.html,吉田　凌,,右投右打,181cm／80kg,1997年6月20日,東海大相模高,2015年ドラフト5位
https://npb.jp/bis/players/03705155.html,Ａ．ウォーカー,,右投右打,196cm／104kg,1991年10月18日,ジャクソンビル大 - 米マイナー,
https://npb.jp/bis/players/31735136.html,鍬原　拓也,,右投右打,175cm／84kg,1996年3月26日,北陸高 - 中央大,2017年ドラフト1位
https://npb.jp/bis/players/41745136.html,齊藤　大将,,左投左打,178cm／80kg,1995年6月3日,桐蔭学園高 - 明治大,2017年ドラフト1位
https://npb.jp/bis/players/41245139.html,古川　侑利,,右投右打,178cm／91kg,1995年9月8日,有田工,2013年ドラフト4位
https://npb.jp/bis/players/73375136.html,渡邊　佑樹,,左投左打,183cm／89kg,1995年11月8日,富士学苑高 - 横浜商科大,2017年ドラフト4位
https://npb.jp/bis/players/81985151.html,小峯　新陸,,右投左打,189cm／90kg,2001年12月1日,鹿児島城西高,2019年育成選手ドラフト2位
https://npb.jp/bis/players/11915136.html,櫻井　周斗,,左投左打,178cm／86kg,1999年6月25日,日大三高,2017年ドラフト5位
https://npb.jp/bis/players/01205153.html,高田　孝一,,右投右打,183cm／91kg,1998年6月3日,平塚学園高 - 法政大,2020年ドラフト2位
https://npb.jp/bis/players/83085155.html,Ｃ．ポンセ,,右投右打,198cm／116kg,1994年4月25日,カリフォルニア州工大ポモナ校 - パイレーツ,
https://npb.jp/bis/players/23525155.html,吉川　雄大,,右投右打,167cm／80kg,1996年12月12日,広陵高 - 東海大 - JFE西日本,2021年ドラフト7位
https://npb.jp/bis/players/71175138.html,粟津　凱士,,右投右打,180cm／88kg,1997年3月1日,山本学園高 - 東日本国際大,2018年ドラフト4位
https://npb.jp/bis/players/53555159.html,Ｊ．アギラー,,右投右打,190cm／125kg,1990年6月30日,クリストレイ高 - インディアンス - ブルワーズ - レイズ - マーリンズ - オリオールズ - アスレチックス,
https://npb.jp/bis/players/73575159.html,Ａ．アブレイユ,投手,右投左打,188cm／94kg,1995年9月26日,ルイスホセアントワーヌ高 - ヤンキース - レンジャーズ - ロイヤルズ - ヤンキース,
https://npb.jp/bis/players/11315136.html,伊藤　翔,,右投右打,177cm／78kg,1999年2月10日,横芝敬愛高 - 四国・徳島,2017年ドラフト3位
https://npb.jp/bis/players/31535139.html,岡田　雅利,,右投右打,173cm／80kg,1989年6月30日,大阪桐蔭高 - 大阪ガス,2013年ドラフト6位
https://npb.jp/bis/players/01505137.html,金子　侑司,,右投両打,179cm／76kg,1990年4月24日,立命館宇治高 - 立命館大,2012年ドラフト3位
https://npb.jp/bis/players/53755159.html,Ｆ．コルデロ,,右投左打,191cm／102kg,1994年9月2日,インスティテュートポリテクニコデアズア高 - パドレス - ロイヤルズ - レッドソックス - ヤンキース,
https://npb.jp/bis/players/31035134.html,鈴木　将平,,左投左打,175cm／80kg,1998年5月20日,静岡高,2016年ドラフト4位
https://npb.jp/bis/players/71075136.html,高木　渉,,右投左打,181cm／87kg,1999年12月6日,真颯館高,2017年育成選手ドラフト1位
https://npb.jp/bis/players/91295153.html,ブランドン,,右投右打,179cm／86kg,1998年6月15日,沖縄・石川高 - 東京農業大北海道オホーツク,2020年ドラフト6位
https://npb.jp/bis/players/71275137.html,増田　達至,,右投右打,180cm／88kg,1988年4月23日,柳学園高 - 福井工業大 - NTT西日本,2012年ドラフト1位
https://npb.jp/bis/players/53055159.html,Ｊ．ヤン,,左投左打,190cm／83kg,1996年8月17日,エスクエラメルセデスラウラアギアール高 - 米マイナー,
https://npb.jp/bis/players/11615139.html,陽川　尚将,,右投右打,180cm／90kg,1991年7月17日,金光大阪高 - 東京農業大,2013年ドラフト3位
https://npb.jp/bis/players/21325130.html,江越　大賀,,右投右打,182cm／83kg,1993年3月12日,長崎・海星高 - 駒沢大,2014年ドラフト3位
https://npb.jp/bis/players/51555137.html,鍵谷　陽平,,右投右打,178cm／86kg,1990年9月23日,北海高 - 中央大,2012年ドラフト3位
https://npb.jp/bis/players/71575138.html,柿木　蓮,,右投右打,181cm／87kg,2000年6月25日,大阪桐蔭高,2018年ドラフト5位
https://npb.jp/bis/players/81385157.html,加藤　豪将,,右投左打,185cm／88kg,1994年10月8日,ランチョバーナード高 - ブルージェイズ,2022年ドラフト3位
https://npb.jp/bis/players/63765159.html,Ａ．スティーブンソン,,左投左打,180cm／86kg,1994年6月1日,ルイジアナ州大 - ナショナルズ - ツインズ,
https://npb.jp/bis/players/51655151.html,福田　光輝,,右投左打,176cm／80kg,1997年11月16日,大阪桐蔭高 - 法政大,2019年ドラフト5位
https://npb.jp/bis/players/23925159.html,Ｐ．マーフィー,,右投右打,196cm／95kg,1995年6月10日,ハミルトン高 - ブルージェイズ - ナショナルズ,
https://npb.jp/bis/players/43745136.html,Ｂ．ロドリゲス,,右投右打,196cm／116kg,1991年7月6日,エヴァンジェリーナロドリゲス高 - 米マイナー,
https://npb.jp/bis/players/21725134.html,小林　慶祐,,右投右打,188cm／91kg,1992年11月2日,八千代松陰高 - 東京情報大 - 日本生命,2016年ドラフト5位
https://npb.jp/bis/players/01005132.html,髙山　俊,,右投左打,181cm／87kg,1993年4月18日,日大三高 - 明治大,2015年ドラフト1位
https://npb.jp/bis/players/63265157.html,Ｃ．ブルワー,,右投右打,193cm／100kg,1992年10月29日,カントン高 - パドレス - レッドソックス - ヤンキース,
https://npb.jp/bis/players/11215137.html,北條　史也,,右投右打,177cm／80kg,1994年7月29日,光星学院高,2012年ドラフト2位
https://npb.jp/bis/players/81885132.html,望月　惇志,,右投右打,190cm／93kg,1997年8月2日,横浜創学館高,2015年ドラフト4位
https://npb.jp/bis/players/93395136.html,渡邉　雄大,,左投左打,185cm／88kg,1991年9月19日,中越高 - 青山学院大 - BC・新潟,2017年育成選手ドラフト6位
https://npb.jp/bis/players/53755155.html,Ｄ．アンダーソン,,右投右打,190cm／93kg,1994年3月22日,ガレナ高 - フィリーズ - ホワイトソックス - レンジャーズ,
https://npb.jp/bis/players/21125135.html,一岡　竜司,,右投右打,179cm／87kg,1991年1月11日,藤蔭高 - 沖データコンピュータ教育学院,2011年ドラフト3位
https://npb.jp/bis/players/53955157.html,Ｍ．デビッドソン,,右投右打,190cm／104kg,1991年3月26日,ユカイパ高 - ダイヤモンドバックス - ホワイトソックス - レッズ - ダイヤモンドバックス - アスレチックス,
https://npb.jp/bis/players/13215155.html,Ｒ．マクブルーム,,左投右打,190cm／99kg,1992年4月9日,ウエストバージニア大 - ロイヤルズ,
https://npb.jp/bis/players/11815135.html,三好　匠,,右投右打,174cm／84kg,1993年6月7日,九州国際大付高,2011年ドラフト3位
https://npb.jp/bis/players/91895130.html,薮田　和樹,,右投右打,188cm／84kg,1992年8月7日,岡山理大付高 - 亜細亜大,2014年ドラフト2位
https://npb.jp/bis/players/83585157.html,Ｔ．アンバギー,,右投右打,188cm／95kg,1994年10月24日,セントピーターズバーグ大 - ヤンキース,
https://npb.jp/bis/players/01305132.html,今永　昇太,,左投左打,178cm／86kg,1993年9月1日,北筑高 - 駒沢大,2015年ドラフト1位
https://npb.jp/bis/players/21125153.html,池谷　蒼大,,左投左打,175cm／80kg,1999年8月2日,静岡高 - ヤマハ,2020年ドラフト5位
https://npb.jp/bis/players/63365134.html,Ｅ．エスコバー,,左投左打,188cm／102kg,1992年4月22日,インスティテゥトディオセサノバルキシメト高 - レッドソックス - ダイヤモンドバックス,
https://npb.jp/bis/players/31535134.html,笠原　祥太郎,,左投左打,177cm／85kg,1995年3月17日,新津高 - 新潟医療福祉大,2016年ドラフト4位
https://npb.jp/bis/players/93495155.html,Ｒ．ガゼルマン,,右投右打,193cm／95kg,1993年7月18日,ウエストチェスター高 - メッツ - カブス,
https://npb.jp/bis/players/11015116.html,田中　健二朗,,左投左打,179cm／80kg,1989年9月18日,常葉菊川高,2007年高校生ドラフト1巡目
https://npb.jp/bis/players/81085136.html,田中　俊太,,右投左打,178cm／82kg,1993年8月18日,東海大相模高 - 東海大 - 日立製作所,2017年ドラフト5位
https://npb.jp/bis/players/51255139.html,平田　真吾,,右投右打,182cm／85kg,1989年8月29日,豊北高 - 北九州市立大 - ホンダ熊本,2013年ドラフト2位
